"bird_sp" "plant_sp" "int_s" "n.studies" "freq" "bird.gape" "seed.size" "family"
"Coryphospingus_pileatus" "Vitex_polygama" 0 1 0 8.1 13 "Thraupidae"
"Coryphospingus_pileatus" "Casearia_sylvestris" 0 0 0 8.1 22.8 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_melanogyna" 0 0 0 8.1 25.36 "Thraupidae"
"Coryphospingus_pileatus" "Ficus_luschthia" 0 0 0 8.1 1.6 "Thraupidae"
"Coryphospingus_pileatus" "Geonoma_pauciflora" 0 0 0 8.1 6.9 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_australis" 0 0 0 8.1 0.91 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_pilonensis" 0 0 0 8.1 1.03 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_regnellii" 0 0 0 8.1 0.31 "Thraupidae"
"Coryphospingus_pileatus" "Miconia_cubatanensis" 0 0 0 8.1 2.35 "Thraupidae"
"Coryphospingus_pileatus" "Miconia_sellowiana" 0 0 0 8.1 1.15 "Thraupidae"
"Coryphospingus_pileatus" "Morus_nigra" 0 0 0 8.1 2.3 "Thraupidae"
"Coryphospingus_pileatus" "Myrcia_anacardiifolia" 0 0 0 8.1 9 "Thraupidae"
"Coryphospingus_pileatus" "Myrcia_hebepetala" 0 0 0 8.1 10 "Thraupidae"
"Coryphospingus_pileatus" "Myrcia_pubipetala" 0 0 0 8.1 6.58 "Thraupidae"
"Coryphospingus_pileatus" "Myrcia_spectabilis" 0 0 0 8.1 9.805 "Thraupidae"
"Coryphospingus_pileatus" "Rubus_urticifolius" 0 0 0 8.1 2.02 "Thraupidae"
"Coryphospingus_pileatus" "Siphoneugena_densiflora" 0 0 0 8.1 8 "Thraupidae"
"Coryphospingus_pileatus" "Marlierea_obscura" 0 0 0 8.1 9 "Thraupidae"
"Coryphospingus_pileatus" "Maytenus_aquifolia" 0 0 0 8.1 5.5 "Thraupidae"
"Coryphospingus_pileatus" "Copaifera_langsdorffii" 0 0 0 8.1 17 "Thraupidae"
"Coryphospingus_pileatus" "Inga_marginata" 0 0 0 8.1 11 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_laevigata" 0 0 0 8.1 0.52 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_refracta" 0 0 0 8.1 0.5 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_sabiaensis" 0 0 0 8.1 0.58 "Thraupidae"
"Coryphospingus_pileatus" "Miconia_latecrenata" 0 0 0 8.1 0.62 "Thraupidae"
"Coryphospingus_pileatus" "Ossaea_amygdaloides" 0 0 0 8.1 1.05 "Thraupidae"
"Coryphospingus_pileatus" "Piper_corintoanum" 0 0 0 8.1 1.33 "Thraupidae"
"Coryphospingus_pileatus" "Trichilia_catigua" 0 0 0 8.1 12.5 "Thraupidae"
"Coryphospingus_pileatus" "Trichilia_clausseni" 0 0 0 8.1 6 "Thraupidae"
"Coryphospingus_pileatus" "Trichilia_elegans" 0 0 0 8.1 7.6 "Thraupidae"
"Coryphospingus_pileatus" "Trichilia_pallida" 0 0 0 8.1 7 "Thraupidae"
"Coryphospingus_pileatus" "Miconia_prasina" 0 0 0 8.1 0.6 "Thraupidae"
"Coryphospingus_pileatus" "Acacia_auriculiformis" 0 0 0 8.1 4 "Thraupidae"
"Coryphospingus_pileatus" "Ficus_citrifolia" 0 0 0 8.1 1.2 "Thraupidae"
"Coryphospingus_pileatus" "Ficus_trigona" 0 0 0 8.1 1.1 "Thraupidae"
"Coryphospingus_pileatus" "Piper_aduncum" 0 0 0 8.1 0.895 "Thraupidae"
"Coryphospingus_pileatus" "Psidium_cattleianum" 0 0 0 8.1 4 "Thraupidae"
"Coryphospingus_pileatus" "Alchornea_sidifolia" 0 0 0 8.1 6 "Thraupidae"
"Coryphospingus_pileatus" "Ficus_benjamina" 0 0 0 8.1 1.21 "Thraupidae"
"Coryphospingus_pileatus" "Ficus_hirsuta" 0 2 0 8.1 1 "Thraupidae"
"Coryphospingus_pileatus" "Ficus_organensis" 0 0 0 8.1 0.7 "Thraupidae"
"Coryphospingus_pileatus" "Miconia_ligustroides" 0 0 0 8.1 1.3 "Thraupidae"
"Coryphospingus_pileatus" "Plinia_cauliflora" 0 0 0 8.1 10 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_cerasiflora" 0 0 0 8.1 14 "Thraupidae"
"Coryphospingus_pileatus" "Maclura_tinctoria" 0 0 0 8.1 2.5 "Thraupidae"
"Coryphospingus_pileatus" "Myrcia_palustris" 0 0 0 8.1 5.12 "Thraupidae"
"Coryphospingus_pileatus" "Lantana_camara" 0 0 0 8.1 4.3 "Thraupidae"
"Coryphospingus_pileatus" "Lantana_pohliana" 0 2 0 8.1 3.3 "Thraupidae"
"Coryphospingus_pileatus" "Euterpe_oleracea" 0 0 0 8.1 10.18 "Thraupidae"
"Coryphospingus_pileatus" "Melia_azedarach" 0 0 0 8.1 3.5 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_carassana" 0 0 0 8.1 1.14 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_umbelliflora" 0 0 0 8.1 12.06 "Thraupidae"
"Coryphospingus_pileatus" "Sapium_glandulosum" 0 0 0 8.1 5 "Thraupidae"
"Coryphospingus_pileatus" "Vitex_megapotamica" 0 0 0 8.1 13.3 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_melastomoides" 0 0 0 8.1 0.97 "Thraupidae"
"Coryphospingus_pileatus" "Matayba_guianensis" 0 0 0 8.1 11.1 "Thraupidae"
"Coryphospingus_pileatus" "Archontophoenix_cunninghamiana" 0 0 0 8.1 12.85 "Thraupidae"
"Coryphospingus_pileatus" "Syagrus_romanzoffiana" 0 0 0 8.1 21 "Thraupidae"
"Coryphospingus_pileatus" "Cecropia_hololeuca" 0 0 0 8.1 2.9 "Thraupidae"
"Coryphospingus_pileatus" "Celtis_iguanaea" 0 0 0 8.1 7 "Thraupidae"
"Coryphospingus_pileatus" "Calyptranthes_clusiifolia" 0 0 0 8.1 5.4 "Thraupidae"
"Coryphospingus_pileatus" "Campomanesia_guazumifolia" 0 0 0 8.1 10 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_florida" 0 0 0 8.1 10 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_pyriformis" 0 0 0 8.1 16.6 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_verticillata" 0 0 0 8.1 7 "Thraupidae"
"Coryphospingus_pileatus" "Ficus_guaranitica" 0 0 0 8.1 2.4 "Thraupidae"
"Coryphospingus_pileatus" "Guarea_kunthiana" 0 0 0 8.1 20 "Thraupidae"
"Coryphospingus_pileatus" "Holocalyx_balansae" 0 0 0 8.1 2.1 "Thraupidae"
"Coryphospingus_pileatus" "Myrcia_ilheosensis" 0 0 0 8.1 3.9 "Thraupidae"
"Coryphospingus_pileatus" "Ficus_insipida" 0 0 0 8.1 2.8 "Thraupidae"
"Coryphospingus_pileatus" "Inga_laurina" 0 0 0 8.1 22 "Thraupidae"
"Coryphospingus_pileatus" "Roystonea_oleraceae" 0 0 0 8.1 9 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_astringens" 0 0 0 8.1 13.62 "Thraupidae"
"Coryphospingus_pileatus" "Inga_edulis" 0 0 0 8.1 21.3 "Thraupidae"
"Coryphospingus_pileatus" "Morus_alba" 0 0 0 8.1 1.88 "Thraupidae"
"Coryphospingus_pileatus" "Campomanesia_guaviroba" 0 0 0 8.1 8.5 "Thraupidae"
"Coryphospingus_pileatus" "Miconia_cinerascens" 0 0 0 8.1 1.47 "Thraupidae"
"Coryphospingus_pileatus" "Margaritaria_nobilis" 0 0 0 8.1 2.54 "Thraupidae"
"Coryphospingus_pileatus" "Marlierea_tomentosa" 0 0 0 8.1 5.94 "Thraupidae"
"Coryphospingus_pileatus" "Myrcia_tomentosa" 0 0 0 8.1 4.5 "Thraupidae"
"Coryphospingus_pileatus" "Casearia_decandra" 0 0 0 8.1 4.4 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_aurea" 0 0 0 8.1 0.8 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_cuprea" 0 0 0 8.1 13.04333333 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_handroi" 0 0 0 8.1 11.9 "Thraupidae"
"Coryphospingus_pileatus" "Eugenia_oblongata" 0 0 0 8.1 17 "Thraupidae"
"Coryphospingus_pileatus" "Geonoma_elegans" 0 0 0 8.1 8.866666667 "Thraupidae"
"Coryphospingus_pileatus" "Myrceugenia_myrcioides" 0 0 0 8.1 3 "Thraupidae"
"Coryphospingus_pileatus" "Calyptranthes_concinna" 0 0 0 8.1 6 "Thraupidae"
"Coryphospingus_pileatus" "Myrcia_hartwegiana" 0 0 0 8.1 3.7 "Thraupidae"
"Coryphospingus_pileatus" "Leandra_barbinervis" 0 0 0 8.1 0.93 "Thraupidae"
"Coryphospingus_pileatus" "Myrciaria_cuspidata" 0 0 0 8.1 5.6 "Thraupidae"
"Coryphospingus_pileatus" "Rubus_brasiliensis" 0 0 0 8.1 3.69 "Thraupidae"
"Crax_blumenbachii" "Allophylus_edulis" 0 0 0 25.7 7.69 "Cracidae"
"Crax_blumenbachii" "Cabralea_canjerana" 0 0 0 25.7 10 "Cracidae"
"Crax_blumenbachii" "Campomanesia_xanthocarpa" 0 0 0 25.7 6 "Cracidae"
"Crax_blumenbachii" "Cecropia_glaziovii" 0 0 0 25.7 2 "Cracidae"
"Crax_blumenbachii" "Cecropia_pachystachya" 0 0 0 25.7 2 "Cracidae"
"Crax_blumenbachii" "Citharexylum_myrianthum" 0 0 0 25.7 11 "Cracidae"
"Crax_blumenbachii" "Coussapoa_microcarpa" 0 0 0 25.7 2.8 "Cracidae"
"Crax_blumenbachii" "Cupania_oblongifolia" 0 0 0 25.7 11.8 "Cracidae"
"Crax_blumenbachii" "Cupania_vernalis" 0 0 0 25.7 11 "Cracidae"
"Crax_blumenbachii" "Eugenia_brasiliensis" 0 0 0 25.7 7.1 "Cracidae"
"Crax_blumenbachii" "Eugenia_involucrata" 0 0 0 25.7 12 "Cracidae"
"Crax_blumenbachii" "Euterpe_edulis" 1 1 1 25.7 11.7 "Cracidae"
"Crax_blumenbachii" "Ficus_enormis" 0 0 0 25.7 15 "Cracidae"
"Crax_blumenbachii" "Ficus_luschnathiana" 0 0 0 25.7 1.6 "Cracidae"
"Crax_blumenbachii" "Ficus_pertusa" 0 0 0 25.7 1.1 "Cracidae"
"Crax_blumenbachii" "Guarea_macrophylla" 0 0 0 25.7 12.8 "Cracidae"
"Crax_blumenbachii" "Hyeronima_alchorneoides" 0 0 0 25.7 4 "Cracidae"
"Crax_blumenbachii" "Marlierea_reitzii" 0 0 0 25.7 10.14 "Cracidae"
"Crax_blumenbachii" "Matayba_elaeagnoides" 0 0 0 25.7 10 "Cracidae"
"Crax_blumenbachii" "Miconia_cabucu" 0 0 0 25.7 2.6 "Cracidae"
"Crax_blumenbachii" "Miconia_inconspicua" 0 0 0 25.7 1.13 "Cracidae"
"Crax_blumenbachii" "Myrsine_coriacea" 0 0 0 25.7 2.99 "Cracidae"
"Crax_blumenbachii" "Myrsine_umbellata" 0 0 0 25.7 3.7 "Cracidae"
"Crax_blumenbachii" "Myrsine_venosa" 0 0 0 25.7 4.16 "Cracidae"
"Crax_blumenbachii" "Pourouma_guianensis" 0 0 0 25.7 17.5 "Cracidae"
"Crax_blumenbachii" "Protium_widgrenii" 0 0 0 25.7 16 "Cracidae"
"Crax_blumenbachii" "Sorocea_bonplandii" 0 0 0 25.7 11.2 "Cracidae"
"Crax_blumenbachii" "Tapirira_guianensis" 0 0 0 25.7 6.9 "Cracidae"
"Crax_blumenbachii" "Virola_bicuhyba" 0 0 0 25.7 24 "Cracidae"
"Crax_blumenbachii" "Virola_gardneri" 0 0 0 25.7 26 "Cracidae"
"Crax_blumenbachii" "Alchornea_glandulosa" 0 0 0 25.7 8 "Cracidae"
"Crax_blumenbachii" "Callicarpa_reevesii" 0 0 0 25.7 1.4 "Cracidae"
"Crax_blumenbachii" "Miconia_rubiginosa" 0 0 0 25.7 1.27 "Cracidae"
"Crax_blumenbachii" "Protium_spruceanum" 0 0 0 25.7 10 "Cracidae"
"Crax_blumenbachii" "Richeria_grandis" 0 0 0 25.7 6.8 "Cracidae"
"Crax_blumenbachii" "Rubus_rosifolius" 0 0 0 25.7 1.55 "Cracidae"
"Crax_blumenbachii" "Schinus_terebinthifolius" 0 0 0 25.7 3.5 "Cracidae"
"Crax_blumenbachii" "Trema_micrantha" 0 0 0 25.7 2 "Cracidae"
"Crax_blumenbachii" "Miconia_tristis" 0 0 0 25.7 2.11 "Cracidae"
"Crax_blumenbachii" "Myrsine_gardneriana" 0 0 0 25.7 4.6 "Cracidae"
"Crax_blumenbachii" "Alchornea_triplinervia" 0 0 0 25.7 5.8 "Cracidae"
"Crax_blumenbachii" "Copaifera_trapezifolia" 0 0 0 25.7 18.3 "Cracidae"
"Crax_blumenbachii" "Eugenia_uniflora" 0 0 0 25.7 16 "Cracidae"
"Crax_blumenbachii" "Ficus_eximia" 0 0 0 25.7 1.6 "Cracidae"
"Crax_blumenbachii" "Livistona_chinensis" 0 0 0 25.7 14 "Cracidae"
"Crax_blumenbachii" "Maytenus_gonoclada" 0 0 0 25.7 12.5 "Cracidae"
"Crax_blumenbachii" "Miconia_budlejoides" 0 0 0 25.7 1.27 "Cracidae"
"Crax_blumenbachii" "Miconia_cinnamomifolia" 0 0 0 25.7 0.4 "Cracidae"
"Crax_blumenbachii" "Miconia_discolor" 0 0 0 25.7 1.28 "Cracidae"
"Crax_blumenbachii" "Miconia_racemifera" 0 0 0 25.7 1.64 "Cracidae"
"Crax_blumenbachii" "Myrcia_brasiliensis" 0 0 0 25.7 6.19 "Cracidae"
"Crax_blumenbachii" "Prunus_myrtifolia" 0 0 0 25.7 9 "Cracidae"
"Crax_blumenbachii" "Syzygium_cumini" 0 0 0 25.7 14.5 "Cracidae"
"Crax_blumenbachii" "Virola_sebifera" 0 0 0 25.7 15 "Cracidae"
"Crax_blumenbachii" "Miconia_pusilliflora" 0 0 0 25.7 2.855 "Cracidae"
"Crax_blumenbachii" "Psidium_guajava" 0 0 0 25.7 4.7 "Cracidae"
"Crax_blumenbachii" "Tetrorchidium_rubrivenium" 0 0 0 25.7 6 "Cracidae"
"Crax_blumenbachii" "Aegiphila_integrifolia" 0 0 0 25.7 8 "Cracidae"
"Crax_blumenbachii" "Cupania_emarginata" 0 0 0 25.7 9.5 "Cracidae"
"Crax_blumenbachii" "Guapira_opposita" 0 0 0 25.7 6.1 "Cracidae"
"Crax_blumenbachii" "Guarea_guidonia" 0 0 0 25.7 13 "Cracidae"
"Crax_blumenbachii" "Miconia_albicans" 0 0 0 25.7 1.02 "Cracidae"
"Crax_blumenbachii" "Myrcia_splendens" 0 0 0 25.7 6.1 "Cracidae"
"Crax_blumenbachii" "Myrsine_lancifolia" 0 0 0 25.7 4.02 "Cracidae"
"Crax_blumenbachii" "Pera_glabrata" 0 0 0 25.7 4 "Cracidae"
"Crax_blumenbachii" "Protium_heptaphyllum" 0 0 0 25.7 9.23 "Cracidae"
"Crax_blumenbachii" "Urera_baccifera" 0 0 0 25.7 2 "Cracidae"
"Crax_blumenbachii" "Vitex_polygama" 0 0 0 25.7 13 "Cracidae"
"Crax_blumenbachii" "Casearia_sylvestris" 0 0 0 25.7 22.8 "Cracidae"
"Crax_blumenbachii" "Eugenia_melanogyna" 0 0 0 25.7 25.36 "Cracidae"
"Crax_blumenbachii" "Ficus_luschthia" 0 0 0 25.7 1.6 "Cracidae"
"Crax_blumenbachii" "Geonoma_pauciflora" 0 0 0 25.7 6.9 "Cracidae"
"Crax_blumenbachii" "Leandra_australis" 0 0 0 25.7 0.91 "Cracidae"
"Crax_blumenbachii" "Leandra_pilonensis" 0 0 0 25.7 1.03 "Cracidae"
"Crax_blumenbachii" "Leandra_regnellii" 0 0 0 25.7 0.31 "Cracidae"
"Crax_blumenbachii" "Miconia_cubatanensis" 0 0 0 25.7 2.35 "Cracidae"
"Crax_blumenbachii" "Miconia_sellowiana" 0 0 0 25.7 1.15 "Cracidae"
"Crax_blumenbachii" "Morus_nigra" 0 0 0 25.7 2.3 "Cracidae"
"Crax_blumenbachii" "Myrcia_anacardiifolia" 0 0 0 25.7 9 "Cracidae"
"Crax_blumenbachii" "Myrcia_hebepetala" 0 0 0 25.7 10 "Cracidae"
"Crax_blumenbachii" "Myrcia_pubipetala" 0 0 0 25.7 6.58 "Cracidae"
"Crax_blumenbachii" "Myrcia_spectabilis" 0 0 0 25.7 9.805 "Cracidae"
"Crax_blumenbachii" "Rubus_urticifolius" 0 0 0 25.7 2.02 "Cracidae"
"Crax_blumenbachii" "Siphoneugena_densiflora" 0 0 0 25.7 8 "Cracidae"
"Crax_blumenbachii" "Marlierea_obscura" 0 0 0 25.7 9 "Cracidae"
"Crax_blumenbachii" "Maytenus_aquifolia" 0 0 0 25.7 5.5 "Cracidae"
"Crax_blumenbachii" "Copaifera_langsdorffii" 0 0 0 25.7 17 "Cracidae"
"Crax_blumenbachii" "Inga_marginata" 0 0 0 25.7 11 "Cracidae"
"Crax_blumenbachii" "Leandra_laevigata" 0 0 0 25.7 0.52 "Cracidae"
"Crax_blumenbachii" "Leandra_refracta" 0 0 0 25.7 0.5 "Cracidae"
"Crax_blumenbachii" "Leandra_sabiaensis" 0 0 0 25.7 0.58 "Cracidae"
"Crax_blumenbachii" "Miconia_latecrenata" 0 0 0 25.7 0.62 "Cracidae"
"Crax_blumenbachii" "Ossaea_amygdaloides" 0 0 0 25.7 1.05 "Cracidae"
"Crax_blumenbachii" "Piper_corintoanum" 0 0 0 25.7 1.33 "Cracidae"
"Crax_blumenbachii" "Trichilia_catigua" 0 0 0 25.7 12.5 "Cracidae"
"Crax_blumenbachii" "Trichilia_clausseni" 0 0 0 25.7 6 "Cracidae"
"Crax_blumenbachii" "Trichilia_elegans" 0 0 0 25.7 7.6 "Cracidae"
"Crax_blumenbachii" "Trichilia_pallida" 0 0 0 25.7 7 "Cracidae"
"Crax_blumenbachii" "Miconia_prasina" 0 0 0 25.7 0.6 "Cracidae"
"Crax_blumenbachii" "Acacia_auriculiformis" 0 0 0 25.7 4 "Cracidae"
"Crax_blumenbachii" "Ficus_citrifolia" 0 0 0 25.7 1.2 "Cracidae"
"Crax_blumenbachii" "Ficus_trigona" 0 0 0 25.7 1.1 "Cracidae"
"Crax_blumenbachii" "Piper_aduncum" 0 0 0 25.7 0.895 "Cracidae"
"Crax_blumenbachii" "Psidium_cattleianum" 0 0 0 25.7 4 "Cracidae"
"Crax_blumenbachii" "Alchornea_sidifolia" 0 0 0 25.7 6 "Cracidae"
"Crax_blumenbachii" "Ficus_benjamina" 0 0 0 25.7 1.21 "Cracidae"
"Crax_blumenbachii" "Ficus_hirsuta" 0 0 0 25.7 1 "Cracidae"
"Crax_blumenbachii" "Ficus_organensis" 0 0 0 25.7 0.7 "Cracidae"
"Crax_blumenbachii" "Miconia_ligustroides" 0 0 0 25.7 1.3 "Cracidae"
"Crax_blumenbachii" "Plinia_cauliflora" 0 0 0 25.7 10 "Cracidae"
"Crax_blumenbachii" "Eugenia_cerasiflora" 0 0 0 25.7 14 "Cracidae"
"Crax_blumenbachii" "Maclura_tinctoria" 0 0 0 25.7 2.5 "Cracidae"
"Crax_blumenbachii" "Myrcia_palustris" 0 0 0 25.7 5.12 "Cracidae"
"Crax_blumenbachii" "Lantana_camara" 0 0 0 25.7 4.3 "Cracidae"
"Crax_blumenbachii" "Lantana_pohliana" 0 0 0 25.7 3.3 "Cracidae"
"Crax_blumenbachii" "Euterpe_oleracea" 0 0 0 25.7 10.18 "Cracidae"
"Crax_blumenbachii" "Melia_azedarach" 0 0 0 25.7 3.5 "Cracidae"
"Crax_blumenbachii" "Leandra_carassana" 0 0 0 25.7 1.14 "Cracidae"
"Crax_blumenbachii" "Eugenia_umbelliflora" 0 0 0 25.7 12.06 "Cracidae"
"Crax_blumenbachii" "Sapium_glandulosum" 0 0 0 25.7 5 "Cracidae"
"Crax_blumenbachii" "Vitex_megapotamica" 0 0 0 25.7 13.3 "Cracidae"
"Crax_blumenbachii" "Leandra_melastomoides" 0 0 0 25.7 0.97 "Cracidae"
"Crax_blumenbachii" "Matayba_guianensis" 0 0 0 25.7 11.1 "Cracidae"
"Crax_blumenbachii" "Archontophoenix_cunninghamiana" 0 0 0 25.7 12.85 "Cracidae"
"Crax_blumenbachii" "Syagrus_romanzoffiana" 0 0 0 25.7 21 "Cracidae"
"Crax_blumenbachii" "Cecropia_hololeuca" 0 0 0 25.7 2.9 "Cracidae"
"Crax_blumenbachii" "Celtis_iguanaea" 0 0 0 25.7 7 "Cracidae"
"Crax_blumenbachii" "Calyptranthes_clusiifolia" 0 0 0 25.7 5.4 "Cracidae"
"Crax_blumenbachii" "Campomanesia_guazumifolia" 0 0 0 25.7 10 "Cracidae"
"Crax_blumenbachii" "Eugenia_florida" 0 0 0 25.7 10 "Cracidae"
"Crax_blumenbachii" "Eugenia_pyriformis" 0 0 0 25.7 16.6 "Cracidae"
"Crax_blumenbachii" "Eugenia_verticillata" 0 0 0 25.7 7 "Cracidae"
"Crax_blumenbachii" "Ficus_guaranitica" 0 0 0 25.7 2.4 "Cracidae"
"Crax_blumenbachii" "Guarea_kunthiana" 0 0 0 25.7 20 "Cracidae"
"Crax_blumenbachii" "Holocalyx_balansae" 0 0 0 25.7 2.1 "Cracidae"
"Crax_blumenbachii" "Myrcia_ilheosensis" 0 0 0 25.7 3.9 "Cracidae"
"Crax_blumenbachii" "Ficus_insipida" 0 0 0 25.7 2.8 "Cracidae"
"Crax_blumenbachii" "Inga_laurina" 0 0 0 25.7 22 "Cracidae"
"Crax_blumenbachii" "Roystonea_oleraceae" 0 0 0 25.7 9 "Cracidae"
"Crax_blumenbachii" "Eugenia_astringens" 0 0 0 25.7 13.62 "Cracidae"
"Crax_blumenbachii" "Inga_edulis" 0 0 0 25.7 21.3 "Cracidae"
"Crax_blumenbachii" "Morus_alba" 0 0 0 25.7 1.88 "Cracidae"
"Crax_blumenbachii" "Campomanesia_guaviroba" 0 0 0 25.7 8.5 "Cracidae"
"Crax_blumenbachii" "Miconia_cinerascens" 0 0 0 25.7 1.47 "Cracidae"
"Crax_blumenbachii" "Margaritaria_nobilis" 0 0 0 25.7 2.54 "Cracidae"
"Crax_blumenbachii" "Marlierea_tomentosa" 0 0 0 25.7 5.94 "Cracidae"
"Crax_blumenbachii" "Myrcia_tomentosa" 0 0 0 25.7 4.5 "Cracidae"
"Crax_blumenbachii" "Casearia_decandra" 0 0 0 25.7 4.4 "Cracidae"
"Crax_blumenbachii" "Leandra_aurea" 0 0 0 25.7 0.8 "Cracidae"
"Crax_blumenbachii" "Eugenia_cuprea" 0 0 0 25.7 13.04333333 "Cracidae"
"Crax_blumenbachii" "Eugenia_handroi" 0 0 0 25.7 11.9 "Cracidae"
"Crax_blumenbachii" "Eugenia_oblongata" 0 0 0 25.7 17 "Cracidae"
"Crax_blumenbachii" "Geonoma_elegans" 0 0 0 25.7 8.866666667 "Cracidae"
"Crax_blumenbachii" "Myrceugenia_myrcioides" 0 0 0 25.7 3 "Cracidae"
"Crax_blumenbachii" "Calyptranthes_concinna" 0 0 0 25.7 6 "Cracidae"
"Crax_blumenbachii" "Myrcia_hartwegiana" 0 0 0 25.7 3.7 "Cracidae"
"Crax_blumenbachii" "Leandra_barbinervis" 0 0 0 25.7 0.93 "Cracidae"
"Crax_blumenbachii" "Myrciaria_cuspidata" 0 0 0 25.7 5.6 "Cracidae"
"Crax_blumenbachii" "Rubus_brasiliensis" 0 0 0 25.7 3.69 "Cracidae"
"Cyanerpes_cyaneus" "Allophylus_edulis" 0 0 0 7.45 7.69 "Thraupidae"
"Cyanerpes_cyaneus" "Cabralea_canjerana" 0 1 0 7.45 10 "Thraupidae"
"Cyanerpes_cyaneus" "Campomanesia_xanthocarpa" 0 0 0 7.45 6 "Thraupidae"
"Cyanerpes_cyaneus" "Cecropia_glaziovii" 0 0 0 7.45 2 "Thraupidae"
"Cyanerpes_cyaneus" "Cecropia_pachystachya" 0 1 0 7.45 2 "Thraupidae"
"Cyanerpes_cyaneus" "Citharexylum_myrianthum" 0 1 0 7.45 11 "Thraupidae"
"Cyanerpes_cyaneus" "Coussapoa_microcarpa" 0 0 0 7.45 2.8 "Thraupidae"
"Cyanerpes_cyaneus" "Cupania_oblongifolia" 0 1 0 7.45 11.8 "Thraupidae"
"Cyanerpes_cyaneus" "Cupania_vernalis" 0 0 0 7.45 11 "Thraupidae"
"Cyanerpes_cyaneus" "Eugenia_brasiliensis" 0 0 0 7.45 7.1 "Thraupidae"
"Cyanerpes_cyaneus" "Eugenia_involucrata" 0 0 0 7.45 12 "Thraupidae"
"Cyanerpes_cyaneus" "Euterpe_edulis" 0 0 0 7.45 11.7 "Thraupidae"
"Cyanerpes_cyaneus" "Ficus_enormis" 0 0 0 7.45 15 "Thraupidae"
"Cyanerpes_cyaneus" "Ficus_luschnathiana" 0 0 0 7.45 1.6 "Thraupidae"
"Cyanerpes_cyaneus" "Ficus_pertusa" 0 0 0 7.45 1.1 "Thraupidae"
"Cyanerpes_cyaneus" "Guarea_macrophylla" 0 0 0 7.45 12.8 "Thraupidae"
"Cyanerpes_cyaneus" "Hyeronima_alchorneoides" 0 0 0 7.45 4 "Thraupidae"
"Cyanerpes_cyaneus" "Marlierea_reitzii" 0 0 0 7.45 10.14 "Thraupidae"
"Cyanerpes_cyaneus" "Matayba_elaeagnoides" 0 0 0 7.45 10 "Thraupidae"
"Cyanerpes_cyaneus" "Miconia_cabucu" 0 0 0 7.45 2.6 "Thraupidae"
"Cyanerpes_cyaneus" "Miconia_inconspicua" 0 0 0 7.45 1.13 "Thraupidae"
"Cyanerpes_cyaneus" "Myrsine_coriacea" 0 0 0 7.45 2.99 "Thraupidae"
"Cyanerpes_cyaneus" "Myrsine_umbellata" 2 2 1 7.45 3.7 "Thraupidae"
"Cyanerpes_cyaneus" "Myrsine_venosa" 0 0 0 7.45 4.16 "Thraupidae"
"Cyanerpes_cyaneus" "Pourouma_guianensis" 0 0 0 7.45 17.5 "Thraupidae"
"Cyanerpes_cyaneus" "Protium_widgrenii" 0 0 0 7.45 16 "Thraupidae"
"Cyanerpes_cyaneus" "Sorocea_bonplandii" 0 2 0 7.45 11.2 "Thraupidae"
"Cyanerpes_cyaneus" "Tapirira_guianensis" 0 0 0 7.45 6.9 "Thraupidae"
"Cyanerpes_cyaneus" "Virola_bicuhyba" 0 0 0 7.45 24 "Thraupidae"
"Cyanerpes_cyaneus" "Virola_gardneri" 0 0 0 7.45 26 "Thraupidae"
"Cyanerpes_cyaneus" "Alchornea_glandulosa" 0 1 0 7.45 8 "Thraupidae"
"Cyanerpes_cyaneus" "Callicarpa_reevesii" 0 0 0 7.45 1.4 "Thraupidae"
"Cyanerpes_cyaneus" "Miconia_rubiginosa" 0 0 0 7.45 1.27 "Thraupidae"
"Cyanerpes_cyaneus" "Protium_spruceanum" 1 1 1 7.45 10 "Thraupidae"
"Cyanerpes_cyaneus" "Richeria_grandis" 0 1 0 7.45 6.8 "Thraupidae"
"Cyanerpes_cyaneus" "Rubus_rosifolius" 0 0 0 7.45 1.55 "Thraupidae"
"Cyanerpes_cyaneus" "Schinus_terebinthifolius" 1 2 0.5 7.45 3.5 "Thraupidae"
"Cyanerpes_cyaneus" "Trema_micrantha" 0 1 0 7.45 2 "Thraupidae"
"Cyanerpes_cyaneus" "Miconia_tristis" 0 0 0 7.45 2.11 "Thraupidae"
"Cyanerpes_cyaneus" "Myrsine_gardneriana" 0 1 0 7.45 4.6 "Thraupidae"
